mode,run_id,label_noise,learning_rate,weight_decay,seed,steps,batch_size,duration_s,final_train_batch_loss,validation_loss,validation_accuracy,test_loss,test_accuracy,parameter_hash,mean_grad_norm,mean_update_ratio,latest_gns,latest_critical_batch,latest_gns_regime,latest_plasticity_score,random_metric,confounded_lr_proxy,batch_warning_count,gradient_warning_count,gns_measurements,plasticity_measurements
traintools,noise=0.1|lr=0.001|wd=0.01|seed=33,0.1,0.001,0.01,33,100,64,0.11520609999570297,0.916092038154602,0.8160362839698792,0.75390625,0.7911385297775269,0.80078125,7d0eef6fe5081ec426d056eb44ef35d062795b3443fad9f4c5ed63db68c05aef,0.38707308474905133,0.00010909994466129172,82.01552823726857,82.0,optimal,0.928318168784995,0.7251383045803111,3.0362569152290155,0,0,4,4
traintools,noise=0.1|lr=0.001|wd=0.01|seed=44,0.1,0.001,0.01,44,100,64,0.12789150000025984,0.7275623679161072,0.7611033916473389,0.78125,0.7465805411338806,0.7890625,0ba2a49450d11e602ff4050fadd48fe1109393b582d0ee8554d01b2854200f01,0.4385148399244627,0.00011909741480850043,41.586797005450485,42.0,optimal,0.9175184658914395,0.476673425487672,3.0238336712743834,0,0,4,4
traintools,noise=0.1|lr=0.005|wd=0|seed=11,0.1,0.005,0.0,11,100,64,0.15905350000684848,0.3844388425350189,0.36796635389328003,0.8671875,0.3636244237422943,0.84765625,3f59978a9c58d41c66b01ee838ed6af60034158c27fe8d0dc289bf8ef9064363,0.40223639650489795,0.00042261654375577024,100000.0,6400.0,under-batched,0.9026773971729135,1.1350788754018803,2.3577839394340754,0,0,4,4
traintools,noise=0.1|lr=0.005|wd=0|seed=22,0.1,0.005,0.0,22,100,64,0.205693899995822,0.626478374004364,0.3665800392627716,0.8828125,0.35672906041145325,0.85546875,fdf8d515a925674951cbc20c93ef9c3accc47fa02c9abd2ef10f2cf9d9e20f92,0.44906159609889584,0.0004855168331626219,932.0333627216162,932.0,under-batched,0.8957682386606588,-0.8844995894183386,2.256805016193064,0,0,4,4
traintools,noise=0.1|lr=0.005|wd=0|seed=33,0.1,0.005,0.0,33,100,64,0.18787309999606805,0.7155313491821289,0.346215158700943,0.86328125,0.36556899547576904,0.859375,64b0a48292dbf5d1ced3b0c2a44f013bfa6557c0c21b0c6ef22156a03d4f1be3,0.4004742150091633,0.00042351979421032963,183.72751828793437,184.0,optimal,0.8909082804572755,-0.4974724297906417,2.276156374174449,0,0,4,4
traintools,noise=0.1|lr=0.005|wd=0|seed=44,0.1,0.005,0.0,44,100,64,0.12963040000613546,0.34245431423187256,0.36058416962623596,0.88671875,0.37566012144088745,0.8671875,6f9b268303f25d389129ed0ad3bc6ebce6a30dd672a337d967a0181ccc4c51c4,0.40020142308552564,0.0004136756074964685,76.70730414734656,77.0,optimal,0.8834587649002574,0.15758698356382894,2.308909344842173,0,0,4,4
traintools,noise=0.1|lr=0.005|wd=0.01|seed=11,0.1,0.005,0.01,11,100,64,0.12614120000216644,0.38485968112945557,0.36793485283851624,0.8671875,0.3639732599258423,0.84765625,543c1ec33e37b549996c6d6e66eebdff38fdf5cc6f65fe28cad28704f7d2e4b0,0.4019189279692379,0.0004230734577106408,100000.0,6400.0,under-batched,0.902409709334355,0.02352549984238045,2.3022062706561,0,0,4,4
traintools,noise=0.1|lr=0.005|wd=0.01|seed=22,0.1,0.005,0.01,22,100,64,0.12185190000309376,0.6260004043579102,0.3668317496776581,0.8828125,0.35692793130874634,0.85546875,7e4ada50d91b0ad2b48386187d05402732c92457f6183d0cae44715371d7138b,0.44814434166767475,0.0004854755986942923,935.172815692676,935.0,under-batched,0.8955192532268311,-0.8793037510534283,2.25706480811131,0,0,4,4
traintools,noise=0.1|lr=0.005|wd=0.01|seed=33,0.1,0.005,0.01,33,100,64,0.11374130000331206,0.7154939770698547,0.34633007645606995,0.86328125,0.3665548861026764,0.859375,b87e8731c4c9e1e2945732d22b34586e2e1af4802a8af5311fecac59a826dbd6,0.39988835578218934,0.0004237240836084797,183.609506474581,184.0,optimal,0.8906969584829465,0.28672202898062044,2.3153660971130123,0,0,4,4
traintools,noise=0.1|lr=0.005|wd=0.01|seed=44,0.1,0.005,0.01,44,100,64,0.1390157999994699,0.34319108724594116,0.36067837476730347,0.88671875,0.37595611810684204,0.8671875,06ac80676550c2f06ec3f02ccba9429346d9c0468e87f0b1065f13fb14846332,0.40002201594569503,0.0004142558339421963,76.511919815869,77.0,optimal,0.8832411025296054,0.8072726684231529,2.3413936290851387,0,0,4,4
traintools,noise=0.25|lr=0.001|wd=0|seed=11,0.25,0.001,0.0,11,100,64,0.15647559999342775,0.939379096031189,0.9015454649925232,0.671875,0.8863598108291626,0.73046875,25267d084f25cf862fac53a432669935d9f5cbf2dc6a661598d78f314b8df050,0.37663999015751426,0.00010815687805756615,100000.0,6400.0,under-batched,0.9335468910917417,1.1695610485269414,3.058478052426347,0,0,4,4
traintools,noise=0.25|lr=0.001|wd=0|seed=22,0.25,0.001,0.0,22,100,64,0.10309720000077505,0.9738740921020508,0.8929423093795776,0.71875,0.8802016973495483,0.74609375,44421e2231e4dc84f631213890821609e165f196f4e74197c80e72aba4acc1f3,0.3427712537860799,9.8546585559553e-05,775.2915747340817,775.0,under-batched,0.9390009344375573,1.7971453807347377,3.0898572690367367,0,0,4,4
traintools,noise=0.25|lr=0.001|wd=0|seed=33,0.25,0.001,0.0,33,100,64,0.12408249999862164,1.0172710418701172,0.8945648670196533,0.73046875,0.869646430015564,0.765625,fae0190439258f9c77b00961e3da12d529168c14cf579f38906254a9aeb757d1,0.35596187706949783,0.00010217137213168827,179.0669506524927,179.0,optimal,0.9305918877528271,0.19383868326181616,3.009691934163091,0,0,4,4
