critical_batch,epoch,gns,gns_regime,guard_ci_high,guard_ci_low,guard_predicted_improvement,guard_should_stop,learning_rate,mean_dead_fraction,mean_feature_erank,mean_grad_norm,plasticity_score,run_id,seconds,train_accuracy,train_loss,val_accuracy,val_loss
,25,,,,,,,0.0,,,1.6956600424918262,,development_base__cifar10__wrn28_2__s11__clean__plain,14.062128271000006,0.9762888888888889,0.07776040131251018,0.9192,0.255833113861084
15,1,15.14598777154496,over-batched,inf,-inf,inf,0,0.04980286753286195,0.0,0.6802429078419483,1.45212541943924,0.8225075755802552,development_base__cifar10__wrn28_2__s11__clean__instrumented,26.008706950000033,0.4278888888888889,1.531354283311632,0.4962,1.4171336364746094
64,2,63.63782155395311,optimal,0.7051938626625378,0.7051938626625378,0.23786297632672004,0,0.04921457902821578,0.0,0.6755101484551891,1.4150220115076413,0.819816159543082,development_base__cifar10__wrn28_2__s11__clean__instrumented,46.88392693900005,0.6202444444444445,1.06067952931722,0.669,0.9430568389892579
77,3,76.86745273341411,optimal,0.8211645950223599,0.8211645950223599,0.021331047067483788,0,0.04824441214720629,0.0,0.7082825310368769,1.4137740201232107,0.8374639739692659,development_base__cifar10__wrn28_2__s11__clean__instrumented,55.246323322999956,0.6914666666666667,0.8703987881130643,0.7098,0.8424956420898437
30,4,30.119777199711947,optimal,0.9100119666307356,0.8061256112112203,0.021051768634569923,0,0.046907667001096595,0.0,0.6934999322529977,1.4140566313131289,0.8284935534359368,development_base__cifar10__wrn28_2__s11__clean__instrumented,56.57741106499998,0.7451333333333333,0.7263129600524902,0.6996,0.87740185546875
17,5,17.009994817918535,over-batched,1.3422748877197226e+25,-3.890480894451284e+29,0.16754158510452521,0,0.0452254248593737,0.0,0.729533800381648,1.4073448550294747,0.84971590779512,development_base__cifar10__wrn28_2__s11__clean__instrumented,55.995183449000024,0.7797555555555555,0.6393766359117296,0.6652,1.1058524627685546
17,6,17.00333928872888,over-batched,1.679214644177172e+25,-3395545397893963.0,0.010285215513131774,0,0.0432242156855353,0.0,0.7096428416004763,1.4097523655403743,0.838094160248586,development_base__cifar10__wrn28_2__s11__clean__instrumented,56.93601548899994,0.8011111111111111,0.5756794659932455,0.6914,0.9512590637207031
65,7,65.27130486510784,optimal,16707816381167.182,-2448159185228.7876,-0.21803774844300605,0,0.04093559974371725,0.0,0.7447890958332727,1.4334788176823745,0.857452704012411,development_base__cifar10__wrn28_2__s11__clean__instrumented,56.857503181000084,0.8159777777777778,0.5272327901204427,0.7734,0.6727301635742188
36,8,36.453259556322934,optimal,1029101.4958544107,-273450.6957371565,-0.15939078333596401,0,0.038395669874474916,0.0,0.7391928025980152,1.4703962112014943,0.8548093757262256,development_base__cifar10__wrn28_2__s11__clean__instrumented,57.16410088200007,0.8331333333333333,0.48617401750352646,0.8164,0.5495402633666993
68,9,67.73026093367142,optimal,72.85359631975157,-5.32602777452978,-0.04166124858010689,0,0.03564448228912682,0.00125,0.7434126778917758,1.4853223819624295,0.8574451780930022,development_base__cifar10__wrn28_2__s11__clean__instrumented,57.78702114199996,0.8448666666666667,0.4553414453294542,0.8388,0.47342220001220703
362,10,361.69128069265173,under-batched,12.951381516660803,-2.4003227762315054,0.004334606436884492,0,0.032725424859373686,0.0,0.7568594530705424,1.5387570148503238,0.8659356483845303,development_base__cifar10__wrn28_2__s11__clean__instrumented,57.20564661599997,0.8512888888888889,0.4227125334845649,0.8462,0.4583600952148438
154,11,154.41236735033613,optimal,10.553297633005135,-1.7177864260569056,0.09443113826746447,0,0.02968453286464312,0.0,0.7408118809202504,1.554198632524772,0.8553267706025612,development_base__cifar10__wrn28_2__s11__clean__instrumented,57.16891213000008,0.8668888888888889,0.38669812719557023,0.8274,0.5163447570800781
59,12,58.983880269296236,optimal,5.910677868090673,-1.2529837413043619,0.06962740329488754,0,0.02656976298823284,0.0,0.7586822315372943,1.6051295795901255,0.8661605815723082,development_base__cifar10__wrn28_2__s11__clean__instrumented,57.13193133200002,0.8746444444444444,0.36269341553582085,0.8486,0.45790458984375
2999,13,2999.135093512609,under-batched,3.506231094329325,-0.7711516225343547,0.0227724318100046,0,0.02343023701176717,0.0,0.7620762451420374,1.6866411349990151,0.8671755055286599,development_base__cifar10__wrn28_2__s11__clean__instrumented,58.354055434999964,0.8832,0.3364546070098877,0.8704,0.37282194976806643
174,14,174.32242199336014,optimal,1.9896274141756656,-0.5879815377652662,0.06678714203769176,0,0.02031546713535689,0.0,0.7656889329590298,1.6947428875348785,0.869430850418219,development_base__cifar10__wrn28_2__s11__clean__instrumented,58.774740347000034,0.8939111111111111,0.30957132568359375,0.864,0.4006535400390625
151,15,150.75696032240336,optimal,1.3203240482249572,-0.17195414936801603,0.10064039873506048,0,0.017274575140626323,0.0,0.770247810366787,1.736301470378583,0.8716975102515815,development_base__cifar10__wrn28_2__s11__clean__instrumented,57.99237605799999,0.9030222222222222,0.2837773643069797,0.8562,0.45575091857910155
47,16,46.606915080090815,optimal,0.8905736536177741,0.004817888283493196,0.03292657151767964,0,0.014355517710873185,0.0,0.7671706048056802,1.8000475865873424,0.8696579728870066,development_base__cifar10__wrn28_2__s11__clean__instrumented,57.764564313000164,0.9117111111111111,0.25683805137210425,0.8782,0.3775233871459961
7200,17,100000.0,under-batched,0.9376374546925494,-0.057479342122264084,0.0009495227859230293,1,0.01160433012552508,0.0,0.7725801526978137,1.8527164608240128,0.873323286147395,development_base__cifar10__wrn28_2__s11__clean__instrumented,57.56616824299999,0.9232666666666667,0.2251682238260905,0.895,0.324157926940918
70,18,69.79151146494799,optimal,0.8290276931456262,0.0477098408764721,0.006788045553042965,0,0.009064400256282757,0.0,0.7751563338574683,1.908217616887255,0.8755256199893969,development_base__cifar10__wrn28_2__s11__clean__instrumented,56.99195839899994,0.9303777777777777,0.20181979226006402,0.9004,0.31340992050170896
134,19,133.60065493046443,optimal,0.7063361189379225,0.050978065046636066,0.013295773594917626,0,0.006775784314464718,0.0,0.7794436767314896,1.92343942346898,0.8765908369720706,development_base__cifar10__wrn28_2__s11__clean__instrumented,57.03891739100004,0.9405777777777777,0.17369007703993056,0.8996,0.3079599105834961
7200,20,100000.0,under-batched,0.6292351877617622,0.07633986725654741,0.004733286060053465,0,0.0047745751406263175,0.0,0.7624830996268669,1.9190849567001516,0.8663479176777985,development_base__cifar10__wrn28_2__s11__clean__instrumented,57.60977813900013,0.9498222222222222,0.1486165686501397,0.9074,0.2866497299194336
184,21,184.158589509991,optimal,0.539215454525812,0.10251256260967606,0.005555490876383906,0,0.003092332998903411,0.0,0.784210541195134,1.8989156643775376,0.8795901016761971,development_base__cifar10__wrn28_2__s11__clean__instrumented,58.00186689400016,0.9585777777777778,0.1254868657959832,0.9138,0.2766733413696289
363,22,363.42544114328035,under-batched,0.4767224666975611,0.09914963417221481,0.009393436876050931,0,0.0017555878527937166,0.0,0.791992061276237,inf,0.883612642255341,development_base__cifar10__wrn28_2__s11__clean__instrumented,58.28888048900012,0.9644444444444444,0.10672069115108913,0.9148,0.27223741493225095
7200,23,100000.0,under-batched,0.4689388177541249,0.11584533637931405,0.006128105353123525,0,0.000785420971784226,0.0,0.7738592534435768,1.792641150172461,0.8729424704329757,development_base__cifar10__wrn28_2__s11__clean__instrumented,57.95447520699986,0.9703111111111111,0.0929362790107727,0.915,0.2611790596008301
7200,24,100000.0,under-batched,0.42282596840654735,0.12989979819812605,0.006597518050673379,0,0.00019713246713805592,0.0,0.7885068072664607,1.7342527322471142,0.881200431906121,development_base__cifar10__wrn28_2__s11__clean__instrumented,58.07386017199997,0.9742666666666666,0.08367314571274652,0.9186,0.25507614669799805
99,25,98.73752054077548,optimal,0.38062100292320833,0.13723779468989927,0.01187750477988972,0,0.0,0.0,0.758725524199982,1.6956600424918262,0.8648638479425103,development_base__cifar10__wrn28_2__s11__clean__instrumented,58.18573408299994,0.9762888888888889,0.07776040131251018,0.9192,0.255833113861084
6,1,5.972804098443635,over-batched,inf,-inf,inf,0,0.04980286753286195,0.0,0.6893005692340393,1.1320260233161124,0.8292597403506936,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,27.50307828500013,0.3224888888888889,1.927418997531467,0.4278,1.5953229553222656
7200,2,100000.0,under-batched,0.9076446300222576,0.9076446300222576,0.28418924448946115,0,0.04921457902821578,0.0,0.6710628749117693,1.1157257374037395,0.8180995700468031,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,49.54102173699994,0.46013333333333334,1.6800488793267143,0.5904,1.1918338745117187
8,3,7.525697461921691,over-batched,1.2263495328023584,1.2263495328023584,0.04123524502967291,0,0.04824441214720629,0.0,0.6993142787293695,1.08313778008927,0.8345354673338002,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,57.23960870899987,0.5132,1.5746278649224175,0.5692,1.2675847778320313
56,4,55.87416536537648,optimal,62477.093963414154,-602573.6267982982,-0.08051424531213458,0,0.046907667001096595,0.0,0.6923308376824499,1.0975851213390178,0.8290705683888907,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,57.99844692800025,0.5450444444444444,1.510036080593533,0.6552,1.076535385131836
320,5,320.4902804025367,under-batched,62421.97224565386,-3549.27831392444,-0.004497485169932203,0,0.0452254248593737,0.0,0.7163825178386802,1.1124342889948324,0.8434643233635463,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,58.020475457999964,0.5725111111111111,1.4545066809760199,0.7012,0.9360732727050781
122,6,122.02860364880887,optimal,8901.517602689339,-232.71157225910835,0.04653512153101247,0,0.0432242156855353,0.0,0.7005589648548843,1.1489298401231116,0.8328309776396577,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,58.58067976400025,0.5943555555555555,1.4075592797173395,0.7074,0.9499422058105469
7200,7,100000.0,under-batched,959.3789397198676,-18.397012217264976,-0.005651070667416214,0,0.04093559974371725,0.0,0.7336678943563376,1.171728703108701,0.8510360316862886,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,58.31461679499989,0.6115555555555555,1.3689088714599609,0.748,0.848191763305664
43,8,43.37361373842187,optimal,81.80116140527433,-28.47213870283913,0.05232393076238662,0,0.038395669874474916,0.0,0.7328059030506628,1.1909258021888407,0.8524726381561792,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,58.83473641799992,0.6303777777777778,1.3300161482069228,0.7436,0.8837426635742187
7200,9,100000.0,under-batched,49.7794792452195,-2.493703936412288,-0.02480178497636132,0,0.03564448228912682,0.0,0.7351816942159745,1.2293760490349748,0.8516434471579685,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,58.13685346400007,0.6414888888888889,1.304193426852756,0.7728,0.7688349487304688
18,10,18.283516094283257,optimal,22.85883349838668,-1.4568136896099606,0.033622876112787026,0,0.032725424859373686,0.0,0.740660018650358,1.2796192941340534,0.8556295479416907,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,59.11434356500013,0.6534666666666666,1.2770208238389757,0.769,0.8071595718383789
52,11,52.31419307646474,optimal,39.35709102251829,-1.2554916335908959,0.046448796642631796,0,0.02968453286464312,0.0,0.7352425259102412,1.338067509911277,0.8527897313531727,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,59.285997993000365,0.6613333333333333,1.2540919236924912,0.7744,0.8050242156982422
34,12,33.9944156027736,optimal,15.804612896090632,-1.2708204453322582,-0.031138069736746266,0,0.02656976298823284,0.0,0.7468111870462034,1.3795542899857869,0.8599320592735777,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,58.69976187900011,0.6701111111111111,1.2322961951361762,0.817,0.7016322113037109
79,13,78.61265492924976,optimal,11.36366692766539,-0.9141121411743215,-0.04167947704982611,0,0.02343023701176717,0.0,0.7468941808867479,1.430910131132061,0.8575541985661823,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,59.10651103300006,0.6798,1.2091712086995443,0.827,0.6664683807373046
7200,14,100000.0,under-batched,10.969692819785928,-0.6074537067259084,-0.06911269843036372,0,0.02031546713535689,0.0,0.7515158369797068,1.5025870803404937,0.8615554097076656,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,58.639937545000066,0.6882888888888888,1.1898895517985026,0.8374,0.613278125
509,15,509.1325425349766,under-batched,10.217852810634698,-0.47757109470255105,-0.012805766836810673,0,0.017274575140626323,0.0,0.7611688430745315,1.5587817098606715,0.8673902758559043,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,59.0415181430003,0.6950222222222222,1.1671047607421876,0.8162,0.652700765991211
49,16,48.8494560815238,optimal,5.969692462349442,-0.6801174594069758,-0.01110532018207544,0,0.014355517710873185,0.0,0.7555918604205724,1.649952825497497,0.8631566229206699,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,60.1568419590003,0.7046,1.1474182488335503,0.832,0.639133317565918
7200,17,100000.0,under-batched,6.876190038371653,-0.2897673093515957,-0.08536350793179259,0,0.01160433012552508,0.0,0.7561684100609302,1.7570653777908196,0.8638497758790198,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,60.90578965800023,0.7139777777777778,1.1176716868082683,0.8548,0.5436045547485352
128,18,128.38878708839883,optimal,4.4972045670413054,-0.3440008142381603,-0.005447816487017532,0,0.009064400256282757,0.0,0.7663320791195299,1.8785381188446826,0.8704632370795425,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,60.45597640799997,0.7216888888888889,1.0971111172146268,0.8418,0.6109964660644531
7200,19,100000.0,under-batched,5.7561668637031485,-0.44262452135887603,-0.06595748326576023,0,0.006775784314464718,0.0,0.7673695834549552,2.004950138316913,0.8706480372070908,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,60.06895225500011,0.7311777777777778,1.0680908789740668,0.8714,0.5338394607543945
112,20,112.36519595905989,optimal,0.669286539199025,0.4930108757185756,-0.05591642106960393,0,0.0047745751406263175,0.0,0.7571361027812711,inf,0.8642200190985854,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,60.66043864299991,0.7395111111111111,1.043173548719618,0.8714,0.5045797500610352
206,21,205.54667362823523,optimal,0.6334214032208046,0.4781398448169124,-0.031166691984481965,0,0.003092332998903411,0.0,0.7706986365117949,2.3084506815807386,0.8728464298669012,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,59.21086151600002,0.7482888888888889,1.012967692565918,0.8716,0.5131625717163086
7200,22,100000.0,under-batched,0.6109172666472266,0.4512642712893851,-0.02637414383512482,0,0.0017555878527937166,0.0,0.7870689705900178,2.431680857457898,0.8810630995962214,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,59.05932151800016,0.7561777777777777,0.986602335272895,0.8758,0.504123927307129
224,23,224.2120532438036,optimal,0.5974644003342537,0.43909656130346064,-0.026047715847952846,0,0.000785420971784226,0.0,0.7735674783238516,2.596218287606131,0.8735611059264466,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,59.87682191799968,0.7651333333333333,0.9577137390136718,0.879,0.4916957084655762
889,24,889.1514718194333,under-batched,0.5878902371616345,0.4441300723153439,-0.017807535902310268,0,0.00019713246713805592,0.0,0.7837801493215746,2.654643866148862,0.879441291025471,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,59.22993079200023,0.7696444444444445,0.9386949725680881,0.8816,0.49003968200683595
160,25,160.16660822636402,optimal,0.5629941351946518,0.43940152536233834,-0.011407625955454248,0,0.0,0.0,0.7496372117760552,inf,0.860334807959594,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,58.9805721419998,0.7741333333333333,0.9271238494873046,0.8822,0.48879487762451174
24,1,23.554006048390832,optimal,inf,-inf,inf,0,0.04980286753286195,0.0,0.6961454385572954,1.2357692202045159,0.8326300051390659,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,27.475760182999693,0.3191333333333333,1.8128180423312716,0.4258,1.578022869873047
7,2,6.56475615707287,over-batched,1.7599038855728795,1.7599038855728795,0.18188101432946424,0,0.04921457902821578,0.0,0.6776271791032894,1.3054681152782657,0.8210246523154305,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,50.12379652699974,0.471,1.4743684112548827,0.4412,1.9417848999023437
22,3,21.84320940067318,optimal,1.1763116895110841,1.1763116895110841,-0.06381882452084975,0,0.04824441214720629,0.0,0.6960485417130201,1.2763945011591369,0.8294214045624182,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,57.13061167600017,0.5304222222222222,1.3192726036919489,0.6304,1.1124928649902344
39,4,38.68964202936077,optimal,1984839.1916207445,-6983729.464903279,0.09750762077716035,0,0.046907667001096595,0.0,0.6811271608710007,1.2916753319176761,0.8195264109184937,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,57.30803271700006,0.5699777777777778,1.2106466447618272,0.6826,1.018258221435547
28,5,28.03533047662254,optimal,5561.248507817496,-789.8723274918392,0.16481846711564518,0,0.0452254248593737,0.0,0.7228469985927368,1.3339061107147823,0.8444887084910719,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,57.58625950600026,0.6015777777777778,1.1244446509467232,0.7042,0.9697853057861329
7200,6,100000.0,under-batched,333.8720707025526,-17.259865093232552,0.19171092562355452,0,0.0432242156855353,0.0,0.7060854964285133,1.3378378508443183,0.8349917239141662,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,58.00107867700035,0.6205111111111111,1.0680567203097873,0.7304,0.9357961334228516
61,7,60.9614691512184,optimal,30.187298077119625,-1.386100347589144,0.11780047150305795,0,0.04093559974371725,0.0,0.725477536660849,1.3622591082345357,0.8421411790325246,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,58.44208149799988,0.6403333333333333,1.0118828826904296,0.7552,0.8635765106201172
98,8,98.14792573370225,optimal,10.988169849405828,-0.3400380646706018,0.06720190764546619,0,0.038395669874474916,0.0,0.7238596205713601,1.3841188627887855,0.8426109433613853,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,58.554336384999715,0.6520666666666667,0.975622491115994,0.7862,0.7798830490112305
45,9,45.031788961024255,optimal,3.5331023196685303,0.06333461994316479,0.0734473987907065,0,0.03564448228912682,0.0,0.7323586468693687,1.4104690927673469,0.8478674535633666,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,58.772001028999966,0.6643333333333333,0.9400105875651041,0.7786,0.7849095336914063
77,10,77.45365073292542,optimal,1.9188063027798568,-0.008610288128941487,-0.009889349685766824,0,0.032725424859373686,0.0,0.7411572098910716,1.4614826952191917,0.8536824151595567,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,58.578551122000135,0.6694888888888889,0.9128026163736979,0.8336,0.6446757492065429
119,11,118.90026918160096,optimal,1.892933487429134,0.33364964187678464,0.07547076421478771,0,0.02968453286464312,0.0,0.7290640169941082,1.4956451068547638,0.8451049827739778,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,58.84685716700005,0.6816666666666666,0.8834833306206598,0.7998,0.741519139099121
56,12,55.82753526365165,optimal,1.3217655368137091,0.39374892374199294,0.0023850024895821775,0,0.02656976298823284,0.0,0.7426864964684675,1.5308912047608332,0.8536842917427797,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,59.549748031000036,0.6882666666666667,0.862200282796224,0.8324,0.6468569915771485
101,13,100.7133814082083,optimal,1.0492181030209322,0.4028795017078789,0.029662667964941436,0,0.02343023701176717,0.0,0.7477756244216874,1.6211490756408735,0.8565169216338938,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,59.60607379500016,0.6998666666666666,0.8290148173014323,0.8216,0.6696813842773438
35,14,34.76638282823111,optimal,0.9248760436201898,0.4406632019903026,0.014321442676397456,0,0.02031546713535689,0.0,0.7531004727779522,1.6600805859674106,0.8595106828615664,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,58.64825232700059,0.7054666666666667,0.8059325310601129,0.8208,0.6475213195800781
191,15,191.0285530949022,optimal,0.9178939651638438,0.4845778793396686,0.031197636313386234,0,0.017274575140626323,0.0,0.7580448627333073,1.7303989444943992,0.8613636636179886,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,58.52500208899983,0.7126444444444444,0.7847061706542968,0.8232,0.6651045181274414
217,16,216.73932680594876,optimal,0.8249718682554527,0.5124203570984089,-0.004940232036674264,0,0.014355517710873185,0.0,0.7579607709223679,1.7696282321756536,0.8611829900314861,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,58.44265178399928,0.7201777777777778,0.7618619439019098,0.8464,0.6217044647216797
1569,17,1569.422861812273,under-batched,0.78514211504167,0.48584149459040593,-0.057241303678144395,0,0.01160433012552508,0.0,0.7544375469346236,1.822424784980037,0.8590776660538433,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,58.33879733899994,0.7312222222222222,0.7264239420572917,0.8682,0.551487239074707
7200,18,100000.0,under-batched,0.7392767464556864,0.47364409178614364,-0.05282908175883172,0,0.009064400256282757,0.0,0.7599314018008879,inf,0.8627976389373326,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,58.40664221800034,0.7371777777777778,0.7054293599446615,0.8738,0.5403994857788086
1551,19,1550.6106345455594,under-batched,0.6954083564147351,0.443621924412151,-0.06751671595012687,0,0.006775784314464718,0.0,0.7675833156397698,1.9744263690980999,0.8670889846555258,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,59.725432045999696,0.7456222222222222,0.6753536417643229,0.8848,0.5084116729736328
201,20,200.87636251434046,optimal,0.6778371982115173,0.4555771147388023,-0.07410314734208073,0,0.0047745751406263175,0.0,0.7500533162935891,2.0011335167695177,0.8560196932424866,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,60.65456808599993,0.7544,0.6521935818142361,0.8956,0.4842230682373047
639,21,638.5816584186209,under-batched,0.6692097911558835,0.45293480639068884,-0.06411614317649272,0,0.003092332998903411,0.0,0.7700127650620332,2.005040405826135,0.8684835983337262,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,60.04913494500033,0.7624,0.6247261433919271,0.896,0.47936659240722657
237,22,237.45619207836373,optimal,0.632570281470585,0.4519083962783366,-0.06487956379347876,0,0.0017555878527937166,0.0,0.7781770489912858,2.0342735814099964,0.8721470311346506,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,60.00263369699951,0.7687333333333334,0.6041040167914496,0.9018,0.4644732444763184
2565,23,2564.5804637020146,under-batched,0.6024315663176548,0.4378305471067085,-0.059758572200519,0,0.000785420971784226,0.0,0.7602987307684578,1.99277161705223,0.8611419142868224,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,60.36782654799936,0.7750666666666667,0.5846304409450955,0.9054,0.45711363220214846
641,24,640.8503329634808,under-batched,0.5854014218461177,0.41933351770727684,-0.04780513961933236,0,0.00019713246713805592,0.0,0.7795033798820679,inf,0.8733711064572849,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,60.47574293700018,0.7801777777777777,0.5735767371283638,0.904,0.45925074615478517
7200,25,100000.0,under-batched,0.5810037447708543,0.42758616027570134,-0.04446946533029272,0,0.0,0.0025,0.7394061073774657,1.9771841747516936,0.849656749370837,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,59.44577998800014,0.7818222222222222,0.5679379903157552,0.9042,0.45395968780517576
