current_val_loss,dataset,decision_epoch,guard_ci_high,guard_ci_low,guard_predicted_improvement,guard_should_stop,model,realized_future_improvement,regime,run_id,seed,three_point_loss_slope
0.9357961334228516,cifar10,6,333.8720707025526,-17.259865093232552,0.19171092562355452,0,wrn28_2,0.48183644561767586,class_conditional,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,11,-0.04123104400634764
0.6446757492065429,cifar10,10,1.9188063027798568,-0.008610288128941487,-0.009889349685766824,0,wrn28_2,0.19071606140136715,class_conditional,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,11,-0.0676036499023438
0.6696813842773438,cifar10,13,1.0492181030209322,0.4028795017078789,0.029662667964941436,0,wrn28_2,0.21572169647216805,class_conditional,development_base__cifar10__wrn28_2__s11__class_conditional__instrumented,11,-0.03591887741088862
0.9512590637207031,cifar10,6,1.679214644177172e+25,-3395545397893963.0,0.010285215513131774,0,wrn28_2,0.6961829170227051,clean,development_base__cifar10__wrn28_2__s11__clean__instrumented,11,0.03692860412597654
0.4583600952148438,cifar10,10,12.951381516660803,-2.4003227762315054,0.004334606436884492,0,wrn28_2,0.20328394851684572,clean,development_base__cifar10__wrn28_2__s11__clean__instrumented,11,-0.04559008407592774
0.37282194976806643,cifar10,13,3.506231094329325,-0.7711516225343547,0.0227724318100046,0,wrn28_2,0.11774580307006838,clean,development_base__cifar10__wrn28_2__s11__clean__instrumented,11,-0.07176140365600583
0.9499422058105469,cifar10,6,8901.517602689339,-232.71157225910835,0.04653512153101247,0,wrn28_2,0.46114732818603515,symmetric,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,11,-0.06329658966064455
0.8071595718383789,cifar10,10,22.85883349838668,-1.4568136896099606,0.033622876112787026,0,wrn28_2,0.3183646942138672,symmetric,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,11,-0.038291545867919885
0.6664683807373046,cifar10,13,11.36366692766539,-0.9141121411743215,-0.04167947704982611,0,wrn28_2,0.1776735031127929,symmetric,development_base__cifar10__wrn28_2__s11__symmetric__instrumented,11,-0.0692779174804688
0.8739702392578125,cifar10,6,32.88272755709919,-3.2335424712631684,0.023009524438449613,0,wrn28_2,0.4238122062683105,class_conditional,development_base__cifar10__wrn28_2__s23__class_conditional__instrumented,23,-0.07552348022460936
